Model,Func. Selection Acc.,Arg. Accuracy,Schema Validity,Exec. Success Rate,Task Success Rate,Hallucination Rate ↓,Abstention Acc.,Latency (ms) ↓,Cost/Query (USD) ↓
rctp_ft_rcgrpo_model,0.4,0.3435,0.3971,0.4366,0.3435,0.0,0.8346,174.8939,0.0011
