Model,Func. Selection Acc.,Arg. Accuracy,Schema Validity,Exec. Success Rate,Task Success Rate,Hallucination Rate ↓,Abstention Acc.,Latency (ms) ↓,Cost/Query (USD) ↓
rctp_ft_rcgrpo_KL0_numgen16,0.6074,0.4809,0.7441,0.719,0.4809,0.0,0.4135,190.9088,0.0012
